iter	Passed	Remaining
1482	1095202	6289845
1483	1096266	6290971
1484	1097062	6290563
1485	1097782	6289720
1486	1098644	6289686
1487	1099575	6290042
1488	1100716	6291606
1489	1101450	6290832
1490	1102325	6290868
1491	1103566	6292989
1492	1104404	6292812
1493	1105435	6293730
1494	1106523	6294974
1495	1107893	6297809
1496	1109217	6300387
1497	1110313	6301660
1498	1111269	6302138
1499	1112645	6304989
1500	1113678	6305897
1501	1114820	6307422
1502	1115786	6307943
1503	1117035	6310059
1504	1118231	6311877
1505	1119193	6312368
1506	1120328	6313836
1507	1121345	6314634
1508	1122053	6313686
1509	1123108	6314697
1510	1124451	6317319
1511	1125334	6317352
1512	1126981	6321670
1513	1127633	6320409
1514	1128505	6320377
1515	1129420	6320580
1516	1130299	6320588
1517	1131054	6319895
1518	1131959	6320046
1519	1132885	6320305
1520	1134012	6321693
1521	1134965	6322100
1522	1135955	6322713
1523	1136940	6323299
1524	1137525	6321660
1525	1138077	6319835
1526	1139031	6320243
1527	1139907	6320219
1528	1141053	6321689
1529	1141882	6321404
1530	1142514	6320022
1531	1143131	6318561
1532	1143931	6318116
1533	1144755	6317797
1534	1145537	6317246
1535	1146303	6316610
1536	1147121	6316258
1537	1148073	6316641
1538	1148916	6316426
1539	1149798	6316427
1540	1150612	6316049
1541	1151365	6315334
1542	1152304	6315644
1543	1153169	6315543
1544	1154193	6316314
1545	1154958	6315663
1546	1156125	6317210
1547	1156887	6316548
1548	1157832	6316879
1549	1158882	6317778
1550	1159458	6316098
1551	1160737	6318242
1552	1161697	6318649
1553	1162348	6317373
1554	1163083	6316550
1555	1163717	6315184
1556	1164518	6314727
1557	1165481	6315143
1558	1166124	6313829
1559	1166818	6312784
1560	1167530	6311845
1561	1168181	6310573
1562	1168803	6309145
1563	1169475	6307988
1564	1170299	6307652
1565	1171355	6308562
1566	1172333	6309056
1567	1173233	6309121
1568	1174032	6308645
1569	1174724	6307595
1570	1175521	6307112
1571	1176195	6305966
1572	1176785	6304369
1573	1177803	6305066
1574	1179109	6307302
1575	1180718	6311149
1576	1181704	6311668
1577	1182300	6310097
1578	1183273	6310541
1579	1183933	6309314
1580	1184768	6309024
1581	1186110	6311429
1582	1187008	6311467
1583	1188054	6312291
1584	1188793	6311480
1585	1189437	6310170
1586	1190227	6309629
1587	1190760	6307730
1588	1191387	6306330
1589	1192019	6304961
1590	1192763	6304178
1591	1193429	6302984
1592	1194100	6301824
1593	1194804	6300829
1594	1195465	6299615
1595	1196145	6298500
1596	1196982	6298210
1597	1198144	6299629
1598	1198774	6298250
1599	1199465	6297196
1600	1200145	6296079
1601	1201192	6296885
1602	1202025	6296573
1603	1203004	6297025
1604	1204210	6298658
1605	1205208	6299205
1606	1206103	6299209
1607	1206986	6299150
1608	1207842	6298947
1609	1208419	6297291
1610	1209035	6295841
1611	1209642	6294345
1612	1210583	6294585
1613	1212525	6300025
1614	1213581	6300857
1615	1214494	6300942
1616	1215248	6300201
1617	1215783	6298330
1618	1216380	6296780
1619	1217199	6296378
1620	1218200	6296914
1621	1219339	6298167
1622	1220455	6299293
1623	1221476	6299930
1624	1222215	6299109
1625	1222783	6297408
1626	1223975	6298924
1627	1225137	6300277
1628	1226187	6301054
1629	1227356	6302435
1630	1228602	6304216
1631	1229827	6305879
1632	1230757	6306028
1633	1231865	6307090
1634	1232762	6307067
1635	1233691	6307209
1636	1234819	6308364
1637	1236029	6309940
1638	1236690	6308704
1639	1237402	6307733
1640	1238246	6307435
1641	1239087	6307122
1642	1240091	6307634
1643	1241135	6308352
1644	1242743	6311929
1645	1243869	6313051
1646	1244643	6312391
1647	1245517	6312236
1648	1246325	6311743
1649	1246908	6310111
1650	1247642	6309249
1651	1248480	6308905
1652	1248935	6306635
1653	1249620	6305520
1654	1250672	6306260
1655	1251512	6305930
1656	1252661	6307154
1657	1253528	6306957
1658	1254572	6307648
1659	1255285	6306673
1660	1256430	6307871
1661	1257373	6308051
1662	1258187	6307580
1663	1258982	6307016
1664	1259579	6305460
1665	1260248	6304269
1666	1261250	6304741
1667	1261977	6303834
1668	1262495	6301888
1669	1263161	6300678
1670	1263844	6299559
1671	1264439	6297998
1672	1265079	6296660
1673	1265834	6295902
1674	1266745	6295915
1675	1267845	6296866
1676	1268886	6297523
1677	1269651	6296806
1678	1270277	6295402
1679	1271185	6295396
1680	1272064	6295241
1681	1272958	6295163
1682	1273978	6295708
1683	1275180	6297152
1684	1276095	6297173
1685	1277026	6297271
1686	1277857	6296877
1687	1278554	6295820
1688	1279176	6294396
1689	1279880	6293376
1690	1280610	6292484
1691	1281411	6291944
1692	1282067	6290689
1693	1282773	6289676
1694	1284155	6291983
1695	1285874	6295931
1696	1286854	6296257
1697	1287538	6295140
1698	1288384	6294809
1699	1289269	6294666
1700	1290022	6293882
1701	1290720	6292833
1702	1291514	6292247
1703	1292278	6291513
1704	1292972	6290443
1705	1293590	6289001
1706	1294366	6288328
1707	1295050	6287214
1708	1295661	6285740
1709	1296338	6284586
1710	1297112	6283908
1711	1297640	6282035
1712	1298146	6280056
1713	1298923	6279394
1714	1299641	6278442
1715	1300644	6278869
1716	1302090	6281427
1717	1302902	6280929
1718	1303595	6279858
1719	1304204	6278380
1720	1304806	6276867
1721	1305480	6275709
1722	1306135	6274455
1723	1306696	6272751
1724	1307338	6271433
1725	1307895	6269715
1726	1308592	6268667
1727	1309320	6267764
1728	1310071	6266978
1729	1310835	6266250
1730	1311667	6265846
1731	1312353	6264743
1732	1313342	6265089
1733	1314221	6264908
1734	1314883	6263693
1735	1315794	6263666
1736	1316562	6262954
1737	1317206	6261658
1738	1317859	6260399
1739	1318896	6260966
1740	1319555	6259741
1741	1320290	6258874
1742	1321298	6259301
1743	1321993	6258245
1744	1322970	6258520
1745	1323957	6258846
1746	1324899	6258954
1747	1325752	6258645
1748	1326501	6257838
1749	1327217	6256881
1750	1328056	6256502
1751	1328911	6256197
1752	1329828	6256188
1753	1330493	6254987
1754	1331347	6254679
1755	1332307	6254864
1756	1333198	6254725
1757	1334159	6254915
1758	1335382	6256330
1759	1336173	6255720
1760	1336913	6254874
1761	1337717	6254323
1762	1338633	6254296
1763	1339460	6253850
1764	1340155	6252793
1765	1341208	6253403
1766	1341962	6252619
1767	1342794	6252196
1768	1343563	6251481
1769	1344314	6250682
1770	1345073	6249921
1771	1345825	6249125
1772	1346560	6248251
1773	1347319	6247493
1774	1347962	6246194
1775	1348569	6244728
1776	1349326	6243954
1777	1350016	6242877
1778	1350650	6241537
1779	1351415	6240807
1780	1352152	6239942
1781	1352761	6238493
1782	1353626	6238221
1783	1355493	6242566
1784	1357156	6245962
1785	1357962	6245409
1786	1358553	6243874
1787	1359265	6242890
1788	1359890	6241509
1789	1360700	6240977
1790	1361532	6240547
1791	1362109	6238949
1792	1362733	6237562
1793	1363351	6236155
1794	1363966	6234731
1795	1364529	6233074
1796	1365286	6232301
1797	1365810	6230467
1798	1366382	6228849
1799	1367166	6228200
1800	1368064	6228075
1801	1369147	6228786
1802	1371190	6233858
1803	1371938	6233041
1804	1372921	6233291
1805	1373678	6232515
1806	1374225	6230786
1807	1374858	6229447
1808	1375722	6229154
1809	1376418	6228102
1810	1377383	6228266
1811	1378584	6229496
1812	1380114	6232210
1813	1381629	6234852
1814	1382756	6235737
1815	1383757	6236054
1816	1384711	6236154
1817	1385454	6235305
1818	1386061	6233848
1819	1386923	6233536
1820	1387602	6232398
1821	1388324	6231458
1822	1389575	6232889
1823	1391676	6238128
1824	1392767	6238835
1825	1393635	6238542
1826	1394518	6238315
1827	1395241	6237371
1828	1396195	6237457
1829	1396972	6236758
1830	1397850	6236503
1831	1398626	6235799
1832	1399586	6235909
1833	1400417	6235444
1834	1401333	6235361
1835	1402169	6234919
1836	1402949	6234228
1837	1403706	6233433
1838	1404409	6232400
1839	1405591	6233492
1840	1406320	6232576
1841	1407193	6232292
1842	1408313	6233106
1843	1409404	6233784
1844	1410386	6233985
1845	1411164	6233278
1846	1412161	6233543
1847	1412912	6232716
1848	1413781	6232415
1849	1414455	6231250
1850	1415226	6230511
1851	1415967	6229645
1852	1417147	6230706
1853	1419344	6236235
1854	1420456	6236992
1855	1421288	6236514
1856	1422394	6237243
1857	1423664	6238686
1858	1424636	6238817
1859	1425372	6237919
1860	1426219	6237507
1861	1427078	6237147
1862	1427841	6236365
1863	1428623	6235665
1864	1429352	6234734
1865	1429946	6233216
1866	1430548	6231734
1867	1431213	6230528
1868	1432116	6230357
1869	1433047	6230307
1870	1434611	6233007
1871	1435970	6234812
1872	1436677	6233782
1873	1437437	6232985
1874	1438644	6234127
1875	1440814	6239434
1876	1441717	6239250
1877	1442858	6240095
1878	1443634	6239358
1879	1444395	6238561
1880	1445406	6238836
1881	1446113	6237804
1882	1446873	6237001
1883	1447583	6235978
1884	1448205	6234580
1885	1449123	6234457
1886	1450294	6235421
1887	1451062	6234648
1888	1451789	6233702
1889	1452401	6232264
1890	1452902	6230347
1891	1453692	6229670
1892	1454609	6229540
1893	1456183	6232219
1894	1457300	6232939
1895	1458051	6232094
1896	1458812	6231290
1897	1459618	6230678
1898	1460544	6230580
1899	1461300	6229755
1900	1462166	6229400
1901	1462990	6228862
1902	1463723	6227938
1903	1464466	6227059
1904	1465416	6227060
1905	1465983	6225428
1906	1467010	6225756
1907	1467839	6225241
1908	1468763	6225127
1909	1469871	6225792
1910	1470536	6224576
1911	1471119	6223020
1912	1471793	6221845
1913	1472561	6221072
1914	1473120	6219413
1915	1475344	6224784
1916	1476330	6224923
1917	1477330	6225121
1918	1478592	6226421
1919	1479555	6226460
1920	1480273	6225471
1921	1480950	6224306
1922	1481763	6223714
1923	1482420	6222469
1924	1483353	6222379
1925	1484075	6221405
1926	1484792	6220411
1927	1485542	6219552
1928	1486237	6218468
1929	1487072	6217966
1930	1487772	6216900
1931	1488495	6215931
1932	1489217	6214961
1933	1489848	6213609
1934	1490407	6211954
1935	1491118	6210941
1936	1491736	6209535
1937	1492364	6208176
1938	1493652	6209557
1939	1495575	6213574
1940	1496458	6213272
1941	1497053	6211769
1942	1497580	6209987
1943	1498329	6209126
1944	1498889	6207482
1945	1499595	6206444
1946	1500267	6205265
1947	1500821	6203600
1948	1501404	6202057
1949	1502123	6201072
1950	1502778	6199826
1951	1503356	6198266
1952	1503969	6196847
1953	1504647	6195699
1954	1505260	6194281
1955	1505893	6192948
1956	1506524	6191607
1957	1507037	6189782
1958	1507649	6188367
1959	1508222	6186790
1960	1508891	6185608
1961	1509519	6184259
1962	1510166	6182990
1963	1510844	6181846
1964	1511549	6180815
1965	1512136	6179301
1966	1512821	6178186
1967	1513491	6177012
1968	1514163	6175849
1969	1514798	6174535
1970	1515875	6175020
1971	1516650	6174276
1972	1517325	6173121
1973	1517923	6171658
1974	1518545	6170291
1975	1519129	6168773
1976	1519829	6167724
1977	1520476	6166462
1978	1521085	6165047
1979	1521791	6164022
1980	1522392	6162579
1981	1523000	6161158
1982	1523735	6160256
1983	1524409	6159104
1984	1525040	6157784
1985	1525790	6156940
1986	1526344	6155310
1987	1526871	6153570
1988	1527510	6152281
1989	1528168	6151069
1990	1528772	6149643
1991	1529391	6148278
1992	1530119	6147348
1993	1530697	6145818
1994	1531385	6144731
1995	1532049	6143549
1996	1532745	6142496
1997	1533477	6141586
1998	1534081	6140161
1999	1534811	6139247
2000	1535523	6138255
2001	1536267	6137397
2002	1536955	6136313
2003	1537323	6133952
2004	1537903	6132436
2005	1538571	6131276
2006	1539454	6130972
2007	1540032	6129451
2008	1540628	6128005
2009	1541438	6127411
2010	1542141	6126388
2011	1542767	6125063
2012	1543470	6124043
2013	1544145	6122910
2014	1544817	6121770
2015	1545873	6122149
2016	1546946	6122595
2017	1547994	6122937
2018	1548669	6121807
2019	1549271	6120387
2020	1549996	6119455
2021	1550610	6118084
2022	1551279	6116933
2023	1551973	6115879
2024	1552704	6114970
2025	1553372	6113817
2026	1554091	6112861
2027	1555125	6113147
2028	1556027	6112908
2029	1556907	6112586
2030	1557537	6111283
2031	1558169	6109987
2032	1558733	6108426
2033	1559302	6106886
2034	1559974	6105748
2035	1560658	6104656
2036	1561153	6102831
2037	1561778	6101510
2038	1562435	6100318
2039	1562926	6098478
2040	1563540	6097120
2041	1564114	6095602
2042	1564734	6094270
2043	1565402	6093123
2044	1566013	6091753
2045	1566666	6090550
2046	1567310	6089311
2047	1567882	6087794
2048	1568516	6086518
2049	1569314	6085876
2050	1569952	6084619
2051	1570591	6083361
2052	1571206	6082016
2053	1571910	6081011
2054	1572535	6079704
2055	1573203	6078565
2056	1573878	6077450
2057	1574523	6076222
2058	1575138	6074880
2059	1575894	6074079
2060	1576449	6072503
2061	1577076	6071208
2062	1577761	6070138
2063	1578512	6069317
2064	1579135	6068009
2065	1579691	6066442
2066	1580398	6065459
2067	1581254	6065043
2068	1581862	6063680
2069	1582534	6062561
2070	1583188	6061372
2071	1583882	6060338
2072	1584615	6059455
2073	1585322	6058468
2074	1585898	6056984
2075	1586520	6055679
2076	1587378	6055270
2077	1588008	6053994
2078	1588666	6052826
2079	1589355	6051778
2080	1589952	6050375
2081	1590578	6049088
2082	1591190	6047747
2083	1591787	6046347
2084	1592406	6045033
2085	1593343	6044926
2086	1593948	6043560
2087	1594704	6042769
2088	1595397	6041735
2089	1595999	6040359
2090	1596605	6039000
2091	1597208	6037631
2092	1597826	6036318
2093	1598468	6035095
2094	1599096	6033822
2095	1599847	6033010
2096	1600462	6031692
2097	1601109	6030490
2098	1601787	6029405
2099	1602345	6027869
2100	1602932	6026447
2101	1603718	6025770
2102	1604407	6024730
2103	1605103	6023714
2104	1605876	6022989
2105	1606611	6022123
2106	1607487	6021782
2107	1608252	6021027
2108	1608887	6019788
2109	1609435	6018221
2110	1610098	6017084
2111	1610774	6015997
2112	1611450	6014912
2113	1612076	6013638
2114	1612744	6012526
2115	1613771	6012747
2116	1614964	6013586
2117	1616067	6014091
2118	1616980	6013886
2119	1617794	6013313
2120	1618460	6012186
2121	1619151	6011156
2122	1619893	6010317
2123	1620556	6009182
2124	1621202	6007986
2125	1621906	6007004
2126	1622488	6005573
2127	1623106	6004272
2128	1623808	6003286
2129	1624531	6002375
2130	1625146	6001069
2131	1625811	5999946
2132	1626407	5998570
2133	1627041	5997332
2134	1627708	5996220
2135	1628351	5995015
2136	1629060	5994057
2137	1629692	5992816
2138	1630305	5991506
2139	1630940	5990278
2140	1631633	5989260
2141	1632326	5988244
2142	1632992	5987131
2143	1633660	5986024
2144	1634314	5984867
2145	1634848	5983271
2146	1635452	5981931
2147	1636151	5980941
2148	1636867	5980011
2149	1637395	5978399
2150	1637959	5976914
2151	1638721	5976156
2152	1639295	5974709
2153	1639922	5973459
2154	1640561	5972251
2155	1641137	5970817
2156	1641767	5969580
2157	1642440	5968498
2158	1643073	5967273
2159	1643689	5965982
2160	1644371	5964937
2161	1645701	5966239
2162	1646337	5965022
2163	1646902	5963554
2164	1647718	5962989
2165	1648514	5962356
2166	1649203	5961334
2167	1649817	5960042
2168	1650449	5958816
2169	1651123	5957741
2170	1651831	5956789
2171	1652535	5955821
2172	1653220	5954790
2173	1653865	5953610
2174	1654536	5952527
2175	1655188	5951375
2176	1655884	5950384
2177	1656572	5949361
2178	1657201	5948127
2179	1658078	5947786
2180	1658735	5946652
2181	1659423	5945634
2182	1660065	5944449
2183	1660721	5943315
2184	1661530	5942729
2185	1662174	5941552
2186	1662921	5940742
2187	1663600	5939694
2188	1664249	5938534
2189	1664923	5937468
2190	1665565	5936284
2191	1666220	5935150
2192	1666946	5934269
2193	1667520	5932845
2194	1668147	5931614
2195	1668825	5930561
2196	1669396	5929131
2197	1670067	5928056
2198	1670704	5926861
2199	1671354	5925710
2200	1672002	5924554
2201	1672711	5923615
2202	1673436	5922735
2203	1674064	5921510
2204	1674759	5920522
2205	1675460	5919555
2206	1676079	5918299
2207	1676750	5917228
2208	1677439	5916222
2209	1678039	5914898
2210	1678680	5913723
2211	1679316	5912530
2212	1679962	5911371
2213	1680598	5910179
2214	1681204	5908885
2215	1682108	5908633
2216	1683271	5909292
2217	1684662	5910751
2218	1685347	5909728
2219	1686064	5908821
2220	1686774	5907889
2221	1687471	5906911
2222	1688096	5905680
2223	1688751	5904555
2224	1689352	5903244
2225	1690030	5902198
2226	1690569	5900671
2227	1691220	5899535
2228	1691822	5898229
2229	1692350	5896664
2230	1693054	5895713
2231	1693686	5894514
2232	1694365	5893478
2233	1694919	5892007
2234	1695643	5891127
