iter	Logloss
439	0.2657645235
440	0.2657533002
441	0.2657424802
442	0.2657370939
443	0.2657365476
444	0.2657258783
445	0.2657156531
446	0.2657065536
447	0.2656905743
448	0.2656875538
449	0.2656784065
450	0.2656712762
451	0.2656581557
452	0.265650263
453	0.2656479034
454	0.265630297
455	0.2656232995
456	0.265613582
457	0.2656023521
458	0.2655984557
459	0.265588081
460	0.2655745692
461	0.2655651861
462	0.2655585135
463	0.2655482076
464	0.2655476388
465	0.2655388529
466	0.2655348353
467	0.2655238234
468	0.2655154329
469	0.2655122424
470	0.2655111824
471	0.2655059736
472	0.2654928324
473	0.2654827528
474	0.2654798972
475	0.265474329
476	0.2654654976
477	0.2654640652
478	0.2654544365
479	0.2654494927
480	0.2654436186
481	0.2654419804
482	0.2654393737
483	0.2654240639
484	0.2654195573
485	0.2654121522
486	0.2653920228
487	0.2653853582
488	0.2653730056
489	0.2653672622
490	0.2653630988
491	0.2653511546
492	0.2653429947
493	0.2653362816
494	0.2653362806
495	0.2653302907
496	0.265318385
497	0.2653116932
498	0.2653112159
499	0.2653036456
500	0.265295447
501	0.2652835113
502	0.2652767778
503	0.2652734438
504	0.2652627103
505	0.2652490105
506	0.2652386943
507	0.2652285121
508	0.2652196792
509	0.2652117717
510	0.2652077324
511	0.2652009836
512	0.2651963741
513	0.2651952357
514	0.2651909066
515	0.2651813469
516	0.2651749012
517	0.265168454
518	0.2651671621
519	0.2651615637
520	0.2651502756
521	0.2651422317
522	0.2651377395
523	0.2651268159
524	0.2651158897
525	0.2651039694
526	0.2651024208
527	0.2650997197
528	0.2650851634
529	0.2650781356
530	0.2650727292
531	0.2650642528
532	0.2650531541
533	0.2650527093
534	0.2650447582
535	0.2650388012
536	0.2650341958
537	0.2650262481
538	0.2650262478
539	0.2650204159
540	0.2650071665
541	0.2650036987
542	0.2649942708
543	0.2649820443
544	0.2649820215
545	0.2649683012
546	0.2649634009
547	0.2649533516
548	0.2649445575
549	0.264939976
550	0.2649305988
551	0.2649248788
552	0.2649191304
553	0.2648994315
554	0.2648992358
555	0.2648953713
556	0.2648945772
557	0.2648853289
558	0.2648762426
559	0.2648704236
560	0.2648640128
561	0.2648541762
562	0.2648425259
563	0.2648418405
564	0.2648363764
565	0.264829856
566	0.2648221642
567	0.2648054303
568	0.2648013836
569	0.2647920788
570	0.2647887579
571	0.2647751817
572	0.2647697961
573	0.264764266
574	0.2647559607
575	0.2647523793
576	0.2647431443
577	0.2647387294
578	0.2647314505
579	0.2647219362
580	0.264716121
581	0.2647047975
582	0.2647046507
583	0.2646923907
584	0.264685582
585	0.2646760752
586	0.2646690331
587	0.2646576162
588	0.2646480727
589	0.2646464692
590	0.2646394595
591	0.2646286318
592	0.2646241258
593	0.2646188276
594	0.2646073581
595	0.2645815711
596	0.2645743335
597	0.2645668134
598	0.2645605899
599	0.2645431771
600	0.2645295968
601	0.2645173795
602	0.2645098286
603	0.2645034287
604	0.2644887563
605	0.2644812852
606	0.2644801023
607	0.2644728755
608	0.2644644069
609	0.2644520664
610	0.2644457218
611	0.2644362354
612	0.2644257628
613	0.2644163125
614	0.2644123513
615	0.2644057971
616	0.2643950127
617	0.2643786259
618	0.264365906
619	0.2643578819
620	0.2643508779
621	0.2643390907
622	0.2643318651
623	0.2643268052
624	0.2643153023
625	0.2643036602
626	0.264291071
627	0.2642843069
628	0.2642748171
629	0.2642615287
630	0.2642535367
631	0.2642460477
632	0.2642401853
633	0.264220402
634	0.2642095709
635	0.2642023876
636	0.2641903086
637	0.2641761077
638	0.2641654632
639	0.2641613111
640	0.2641497901
641	0.2641401195
642	0.2641333924
643	0.2641226703
644	0.2641168663
645	0.2641054764
646	0.2640894452
647	0.2640767295
648	0.2640683632
649	0.264053567
650	0.2640459637
651	0.2640339697
652	0.2640270607
653	0.2640270604
654	0.2640160954
655	0.2640119124
656	0.2640064662
657	0.2639972196
658	0.2639912605
659	0.2639808475
660	0.263967248
661	0.2639574989
662	0.263946099
663	0.2639404621
664	0.26393589
665	0.2639273081
666	0.2639065347
667	0.2638982254
668	0.2638783698
669	0.2638767222
670	0.2638561246
671	0.263852973
672	0.2638426487
673	0.2638315079
674	0.2638237592
675	0.2638126905
676	0.2638076761
677	0.2637990115
678	0.2637856414
679	0.2637777198
680	0.2637777182
681	0.2637672684
682	0.2637574867
683	0.2637457662
684	0.2637422302
685	0.2637355108
686	0.2637319472
687	0.2637273695
688	0.263722224
689	0.2637074125
690	0.2636883422
691	0.2636804709
692	0.2636747635
693	0.2636560876
694	0.2636518925
695	0.2636357125
696	0.2636249861
697	0.2636128575
698	0.2636093213
699	0.2636025153
700	0.2635929054
701	0.2635834673
702	0.2635779286
703	0.2635673107
704	0.2635532147
705	0.2635453846
706	0.2635406465
707	0.2635351756
708	0.2635253734
709	0.2635212333
710	0.2635120185
711	0.2635021755
712	0.2634935651
713	0.2634935568
714	0.2634791109
715	0.2634742087
716	0.2634656761
717	0.263461048
718	0.2634507615
719	0.2634415871
720	0.263438698
721	0.2634384047
722	0.2634289041
723	0.2634182269
724	0.2634089435
725	0.263393439
726	0.2633798832
727	0.2633725182
728	0.2633632287
729	0.2633632286
730	0.2633503981
731	0.2633418531
732	0.2633414155
733	0.2633306045
734	0.2633209036
735	0.2633113172
736	0.2633047007
737	0.263295809
738	0.2632848443
739	0.2632736803
740	0.2632699634
741	0.2632609094
742	0.2632528923
743	0.2632458119
744	0.2632380906
745	0.2632365574
746	0.2632219284
747	0.2632166964
748	0.2632071058
749	0.2632016904
750	0.2631912638
751	0.2631784329
752	0.2631653705
753	0.2631553024
754	0.2631446484
755	0.2631388857
756	0.2631335597
757	0.263127711
758	0.2631192642
759	0.2631093076
760	0.263099765
761	0.2630918746
762	0.2630881263
763	0.2630809813
764	0.2630808768
765	0.2630726219
766	0.2630725341
767	0.2630655901
768	0.2630564123
769	0.2630510325
770	0.2630452826
771	0.2630311935
772	0.2630207107
773	0.2630059943
774	0.2630058805
775	0.2630044249
776	0.2629976712
777	0.2629890829
778	0.2629807363
779	0.2629807325
780	0.2629710124
781	0.2629669813
782	0.2629573339
783	0.2629470394
784	0.262938234
785	0.2629364215
786	0.2629312381
787	0.2629283178
788	0.2629207075
789	0.2629195243
790	0.2629135339
791	0.262913521
792	0.2629078943
793	0.262899616
794	0.2628904585
795	0.2628816324
796	0.2628671993
797	0.2628556982
798	0.2628505196
799	0.262843024
800	0.2628353078
801	0.2628264345
802	0.2628171891
803	0.2628086635
804	0.262798955
805	0.2627908659
806	0.2627847124
807	0.2627806335
808	0.262777061
809	0.2627656993
810	0.2627579897
811	0.2627492232
812	0.262749009
813	0.2627445014
814	0.2627335726
815	0.2627211238
816	0.2627143486
817	0.2627036036
818	0.26269293
819	0.2626838859
820	0.2626740277
821	0.2626675355
822	0.2626600234
823	0.2626570362
824	0.26265253
825	0.2626455946
826	0.2626398097
827	0.2626361839
828	0.2626288289
829	0.2626223402
830	0.2626148604
831	0.2626064423
832	0.26259884
833	0.2625930468
834	0.2625853722
835	0.262580422
836	0.2625707481
837	0.2625620587
838	0.2625620569
839	0.2625551691
840	0.2625507973
841	0.2625422911
842	0.2625382367
843	0.2625347526
844	0.2625291603
845	0.2625207694
846	0.2625116502
847	0.2625021902
848	0.2624962269
849	0.2624916992
850	0.2624866939
851	0.2624752094
852	0.2624662076
853	0.2624587272
854	0.2624504732
855	0.2624433466
856	0.2624330962
857	0.2624274636
858	0.2624183558
859	0.2624087927
860	0.2623985008
861	0.2623911477
862	0.2623805484
863	0.2623728521
864	0.2623701837
865	0.2623626933
866	0.2623543984
867	0.26234638
868	0.2623397662
869	0.2623355901
870	0.2623339393
871	0.2623291401
872	0.2623248344
873	0.2623183691
874	0.2623110766
875	0.2623047835
876	0.2622994481
877	0.2622985554
878	0.2622919139
879	0.262286357
880	0.2622843848
881	0.2622724639
882	0.2622684642
883	0.2622610249
884	0.2622514276
885	0.2622430276
886	0.2622370379
887	0.2622288711
888	0.2622187467
889	0.2622138132
890	0.2622051391
891	0.2622044977
892	0.2621993851
893	0.262189849
894	0.2621816748
895	0.2621733626
896	0.2621678102
897	0.2621598724
898	0.2621491962
899	0.2621422485
900	0.2621349681
901	0.2621273532
902	0.2621202093
903	0.2621107227
904	0.2620991452
905	0.2620938459
906	0.262083934
907	0.2620746539
908	0.2620615473
909	0.2620484671
910	0.2620367334
911	0.262031432
912	0.2620225139
913	0.2620139137
914	0.2620114558
915	0.2620034923
916	0.2619941421
917	0.2619894364
918	0.2619808465
919	0.2619729681
920	0.2619679486
921	0.2619566128
922	0.2619565835
923	0.2619504202
924	0.2619446314
925	0.2619369955
926	0.2619338062
927	0.2619314961
928	0.2619227428
929	0.26191476
930	0.2619132422
931	0.2619085414
932	0.2618986646
933	0.2618941493
934	0.2618858932
935	0.2618785883
936	0.2618758194
937	0.2618678324
938	0.261862331
939	0.2618555807
940	0.2618510418
941	0.2618460713
942	0.2618372189
943	0.2618284119
944	0.2618226872
945	0.2618156983
946	0.2618041721
947	0.2617965571
948	0.2617954678
949	0.2617836406
950	0.2617786007
951	0.2617742828
952	0.2617642403
953	0.2617571759
954	0.2617542934
955	0.2617468223
956	0.2617413794
957	0.2617321912
958	0.2617225086
959	0.2617171347
960	0.2617137975
961	0.2617093282
962	0.2617034233
963	0.2616965343
964	0.2616909625
965	0.2616798428
966	0.2616723001
967	0.2616623869
968	0.2616621983
969	0.2616580267
970	0.2616488728
971	0.2616412889
972	0.2616369936
973	0.2616280741
974	0.2616246301
975	0.2616146997
976	0.2616071903
977	0.2616020639
978	0.2615945946
979	0.2615943186
980	0.2615904497
981	0.2615848995
982	0.2615784849
983	0.2615732107
984	0.2615630792
985	0.2615533325
986	0.261544588
987	0.2615417601
988	0.2615376604
989	0.2615376006
990	0.2615324323
991	0.2615257178
992	0.2615171322
993	0.2615095628
994	0.2615005611
995	0.2614942265
996	0.2614877119
997	0.2614831753
998	0.261472162
999	0.2614658932
1000	0.2614594584
1001	0.2614535105
1002	0.261447779
1003	0.2614424203
1004	0.2614334418
1005	0.2614222666
1006	0.2614127093
1007	0.2614118996
1008	0.2614030486
1009	0.2613966095
1010	0.2613887094
1011	0.2613836276
1012	0.2613729761
1013	0.2613647515
1014	0.261355263
1015	0.2613505962
1016	0.2613457035
1017	0.2613387968
1018	0.2613276153
1019	0.2613196334
1020	0.2613105018
1021	0.2613065972
1022	0.2612991895
1023	0.2612923844
1024	0.2612879186
1025	0.2612868412
1026	0.2612818433
1027	0.2612771397
1028	0.2612691865
1029	0.2612663791
1030	0.2612557755
1031	0.261245559
1032	0.2612445031
1033	0.2612413788
1034	0.261235277
1035	0.261229548
1036	0.2612234593
1037	0.2612186695
1038	0.2612153095
1039	0.2612053034
1040	0.2611999596
1041	0.2611928942
1042	0.261188385
1043	0.2611829337
1044	0.261175144
1045	0.261167372
1046	0.261161523
1047	0.2611545295
1048	0.2611469418
1049	0.2611413746
1050	0.2611343829
1051	0.2611257072
1052	0.2611158924
1053	0.2611133763
1054	0.2611065638
1055	0.2611035537
1056	0.2610991856
1057	0.2610929642
1058	0.2610843063
1059	0.2610705282
1060	0.2610635921
1061	0.2610621156
1062	0.2610544287
1063	0.2610543233
1064	0.2610491238
1065	0.2610442988
1066	0.2610377174
1067	0.2610376181
1068	0.2610309362
1069	0.2610205765
1070	0.2610177278
1071	0.2610135586
1072	0.2610042341
1073	0.2609942688
1074	0.2609846362
1075	0.2609739839
1076	0.260968378
1077	0.2609619114
1078	0.2609613167
1079	0.2609610741
1080	0.2609525006
1081	0.2609435519
1082	0.2609372035
1083	0.2609298876
1084	0.2609224764
1085	0.2609176554
1086	0.2609133029
1087	0.2609064261
1088	0.2609029627
1089	0.2609006116
1090	0.2608973008
1091	0.2608952461
1092	0.2608835875
1093	0.2608765158
1094	0.2608720939
1095	0.2608652827
1096	0.2608626207
1097	0.2608554002
1098	0.2608468707
1099	0.2608381976
1100	0.2608359655
1101	0.2608303479
1102	0.2608259966
1103	0.26082492
1104	0.2608172321
1105	0.2608092296
1106	0.2608044797
1107	0.2607998505
1108	0.2607881948
1109	0.2607805931
1110	0.2607748472
1111	0.2607636643
1112	0.2607544883
1113	0.2607463255
1114	0.2607411111
1115	0.2607345334
1116	0.2607261607
1117	0.2607256352
1118	0.2607253253
1119	0.2607252002
1120	0.2607181633
1121	0.2607164999
1122	0.2607092572
1123	0.2607048189
1124	0.2606999588
1125	0.2606924342
1126	0.2606850207
1127	0.2606814576
1128	0.2606752211
1129	0.2606675003
1130	0.2606536337
1131	0.2606490054
1132	0.2606407559
1133	0.260639211
1134	0.2606302189
1135	0.2606250728
1136	0.2606187354
1137	0.2606105603
1138	0.2606049383
1139	0.2605974864
1140	0.2605863905
1141	0.260586278
1142	0.2605808711
1143	0.2605759726
1144	0.2605699196
1145	0.2605697812
1146	0.2605626654
1147	0.2605485797
1148	0.26054025
1149	0.2605303798
1150	0.2605245722
1151	0.2605244696
1152	0.2605204499
1153	0.2605196339
1154	0.2605137376
1155	0.2605074897
1156	0.2605004503
1157	0.2604995474
1158	0.2604915631
1159	0.2604863863
1160	0.2604781962
1161	0.260477244
1162	0.2604708438
1163	0.2604647876
1164	0.2604629433
1165	0.2604545467
1166	0.2604491333
1167	0.2604415805
1168	0.2604343302
1169	0.2604310006
1170	0.2604246931
1171	0.2604172476
1172	0.2604065497
1173	0.2604060598
1174	0.2604005568
1175	0.2603918678
1176	0.2603866552
1177	0.2603798162
1178	0.2603699892
1179	0.2603699096
1180	0.260366001
1181	0.2603610412
1182	0.2603535612
1183	0.2603440413
1184	0.2603382035
1185	0.2603312362
1186	0.2603217786
1187	0.2603130342
1188	0.2603026601
1189	0.2602919202
1190	0.2602847361
1191	0.2602781161
1192	0.2602648872
1193	0.2602580852
1194	0.2602576178
1195	0.2602531151
1196	0.2602450699
1197	0.2602348849
1198	0.2602246464
1199	0.2602192289
1200	0.2602107048
1201	0.2602049178
1202	0.2602040203
1203	0.2601995926
1204	0.2601895522
1205	0.2601889335
1206	0.26018732
1207	0.2601820692
1208	0.2601760308
1209	0.2601723216
1210	0.2601602224
1211	0.2601462562
1212	0.2601395504
1213	0.2601316666
1214	0.2601262832
1215	0.2601133672
1216	0.2601064318
1217	0.260101478
1218	0.2600955641
1219	0.2600885871
1220	0.2600870867
1221	0.2600785431
1222	0.2600779965
1223	0.2600732388
1224	0.2600653979
1225	0.2600625248
1226	0.260052569
1227	0.2600524161
1228	0.2600409767
1229	0.2600349732
1230	0.2600306016
1231	0.2600236056
1232	0.2600189186
1233	0.2600093051
1234	0.2599997525
1235	0.2599883022
1236	0.259983756
1237	0.2599711259
1238	0.2599645509
1239	0.2599567072
1240	0.2599553063
1241	0.2599450335
1242	0.2599394377
1243	0.2599341972
1244	0.2599236357
1245	0.2599172565
1246	0.2599127345
1247	0.259908364
1248	0.2599076075
1249	0.259902425
1250	0.2598969985
1251	0.2598851591
1252	0.2598770497
1253	0.2598682937
1254	0.2598670509
1255	0.2598613987
1256	0.259857279
1257	0.2598508464
1258	0.2598475346
1259	0.2598374102
1260	0.2598287295
1261	0.2598205665
1262	0.2598127733
1263	0.2598045533
1264	0.259799016
1265	0.2597912231
1266	0.2597831038
1267	0.2597726517
1268	0.2597726009
1269	0.2597630293
1270	0.2597524775
1271	0.2597471688
1272	0.2597413044
1273	0.259734161
1274	0.259728474
1275	0.259719495
1276	0.2597181423
1277	0.259712952
1278	0.2597069247
1279	0.2597019015
1280	0.2596932593
1281	0.2596899277
1282	0.2596832711
1283	0.2596741038
1284	0.259668865
1285	0.2596607056
1286	0.2596549238
1287	0.2596473917
1288	0.2596397996
1289	0.2596352783
1290	0.2596269888
1291	0.2596218308
1292	0.2596168899
1293	0.2596105959
1294	0.2596091792
1295	0.2596020311
1296	0.2595924589
1297	0.2595888982
1298	0.2595786237
1299	0.2595786227
1300	0.2595703311
1301	0.2595647663
1302	0.2595573948
1303	0.2595501996
1304	0.2595435584
1305	0.2595342504
1306	0.2595230465
1307	0.2595134365
1308	0.259506472
1309	0.2594968809
1310	0.2594922645
1311	0.2594835461
1312	0.2594792149
1313	0.2594717024
1314	0.2594584155
1315	0.2594468639
1316	0.259438894
1317	0.2594341507
1318	0.2594338361
1319	0.2594296973
1320	0.2594210477
1321	0.2594127345
1322	0.2594045961
1323	0.259397355
1324	0.2593875871
1325	0.259383777
1326	0.2593752203
1327	0.2593681063
1328	0.2593597944
1329	0.2593585014
1330	0.2593529526
1331	0.2593482354
1332	0.2593430477
1333	0.2593337125
1334	0.2593276099
1335	0.259317387
1336	0.2593103908
1337	0.2593033067
1338	0.25929984
1339	0.2592874968
1340	0.2592823643
1341	0.2592756042
1342	0.2592663511
1343	0.2592575517
1344	0.2592529408
1345	0.2592520661
1346	0.2592427488
1347	0.2592327942
1348	0.2592268547
1349	0.2592245068
1350	0.2592159885
1351	0.2592065103
1352	0.259197498
1353	0.2591882245
1354	0.2591799758
1355	0.2591759875
1356	0.2591669486
1357	0.2591668481
1358	0.2591650115
1359	0.2591612759
1360	0.2591450016
1361	0.259137641
1362	0.2591283517
1363	0.2591230772
1364	0.2591141891
1365	0.2591053385
1366	0.2590983389
1367	0.2590857356
1368	0.2590766364
1369	0.259070584
1370	0.2590688484
1371	0.2590658564
1372	0.2590577901
1373	0.2590545047
1374	0.2590481347
1375	0.2590479451
1376	0.2590410249
1377	0.2590331715
1378	0.259028544
1379	0.2590202269
1380	0.2590146318
1381	0.259006157
1382	0.2590007023
1383	0.2589925291
1384	0.2589877642
1385	0.2589841013
1386	0.2589759018
1387	0.2589681498
1388	0.2589632874
1389	0.2589559051
1390	0.2589491343
1391	0.2589484353
1392	0.2589420739
1393	0.2589357714
1394	0.2589270112
1395	0.2589179327
1396	0.258905422
1397	0.2588974472
1398	0.2588917189
1399	0.2588832487
1400	0.2588738197
1401	0.2588705716
1402	0.2588652651
1403	0.2588587378
1404	0.2588519006
1405	0.2588436856
1406	0.25883234
1407	0.258828962
1408	0.2588231048
1409	0.2588156912
1410	0.2588053308
1411	0.2587965855
1412	0.2587940079
1413	0.258789787
1414	0.2587840169
1415	0.2587783507
1416	0.2587709118
1417	0.2587625846
1418	0.2587569753
1419	0.2587533959
1420	0.2587450416
1421	0.2587395455
1422	0.2587344814
1423	0.2587300414
1424	0.2587208549
1425	0.2587112863
1426	0.2587054162
1427	0.2586996012
1428	0.258693328
1429	0.2586920365
1430	0.2586842238
1431	0.2586767979
1432	0.2586676885
1433	0.2586606849
1434	0.2586593537
1435	0.2586540851
1436	0.2586441754
1437	0.2586394805
1438	0.2586386486
1439	0.2586313213
1440	0.2586271138
1441	0.2586220946
1442	0.2586150802
1443	0.2586066185
1444	0.2585989016
1445	0.2585925083
1446	0.2585922778
1447	0.2585874258
1448	0.2585808381
1449	0.2585746353
1450	0.2585684171
1451	0.2585681946
1452	0.2585661676
1453	0.258564897
1454	0.2585586765
1455	0.2585571077
1456	0.2585494949
1457	0.2585428745
1458	0.2585359544
1459	0.258528883
1460	0.2585196438
1461	0.2585136099
1462	0.2585066846
1463	0.2585002143
1464	0.2584916125
1465	0.2584866115
1466	0.2584850514
1467	0.2584781998
1468	0.2584662993
1469	0.2584538254
1470	0.2584499915
1471	0.2584472102
1472	0.2584423517
1473	0.2584355606
1474	0.2584296931
1475	0.258422976
1476	0.258415476
1477	0.25840998
1478	0.2583944207
1479	0.2583883545
1480	0.2583800865
1481	0.2583788094
1482	0.2583727115
1483	0.2583666983
1484	0.2583624798
1485	0.2583568516
1486	0.2583501241
1487	0.2583472793
1488	0.2583398855
1489	0.2583398069
1490	0.2583321493
1491	0.2583263308
1492	0.2583229004
1493	0.2583154711
1494	0.2583139286
1495	0.2582978495
1496	0.2582881565
1497	0.2582775632
1498	0.2582697494
1499	0.258264743
1500	0.2582562015
1501	0.2582560061
1502	0.2582493445
1503	0.25824271
1504	0.2582344331
1505	0.2582295473
1506	0.2582207832
1507	0.258215367
1508	0.2582129036
1509	0.2582008891
1510	0.2581942027
